task,phase,learner,seed,hidden,second_hidden_or_gru,gru_size,optimizer,learning_rate,lr_schedule,gamma,gae_lambda,ppo_clip,entropy_coefficient,value_coefficient,ppo_epochs,minibatch_count,parallel_envs,ticks,readout,training_transitions,imitation_transitions,score,state_dependence,action_distribution,policy_entropy,finite,wall_seconds,peak_memory_mb,checkpoint,checkpoint_sha256,result_sha256,failure_reason,last_update
catch,ticks,linear,1,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,descending,65536,0,0.9708333333333332,0.5,"[0.24270833333333333, 0.5197916666666667, 0.2375]",0.4901004058671717,True,26.3247212509159,186.53125,runs/v14/catch-ticks-linear-s1/checkpoint.pkl,3d69fdcf06d6076575d8275d52ff0eec14e342533e9b1ba6b538d9d390e9ee9d,912be4ec218e83105cf8c11bb95fbc2311a32038fd6ad26f816a3341812ca512,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2720, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 26.3247212509159, ""transitions_per_second"": 2501.4988016088982, ""train_success"": 0.7349999999999999, ""train_return"": 3.51, ""rollout_action_fractions"": [589, 853, 606], ""loss"": 0.7242622594327288, ""policy_loss"": -0.001746952831362036, ""value_loss"": 1.4551205120841104, ""entropy"": 0.5170145926548074, ""approx_kl"": 6.194856234306461e-05, ""clip_fraction"": 0.0001220703125, ""grad_norm"": 2.313622468463283, ""minibatch_updates"": 32, ""finite"": true}"
catch,ticks,linear,2,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,descending,65536,0,0.95,0.42500000000000004,"[0.23958333333333334, 0.5177083333333333, 0.24270833333333333]",0.5155171093445251,True,26.34689325018553,181.09375,runs/v14/catch-ticks-linear-s2/checkpoint.pkl,5733ac6ca305a230cd1cc8d267e49584f143bf23e4238d0fdb68a466142ac6d9,3127ad91950a941fef11a5aa55b41538070c226d5b0740455a84d0d17aba708d,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2720, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 26.34689325018553, ""transitions_per_second"": 2503.346912448769, ""train_success"": 0.6900000000000002, ""train_return"": 2.927, ""rollout_action_fractions"": [626, 813, 609], ""loss"": 0.5873869109692772, ""policy_loss"": -0.0014128857831924692, ""value_loss"": 1.180776140296112, ""entropy"": 0.5294244651954485, ""approx_kl"": 1.3180477744988216e-05, ""clip_fraction"": 0.0, ""grad_norm"": 2.125433199505667, ""minibatch_updates"": 32, ""finite"": true}"
dodge,primary,gru,0,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.7625,0.0,"[0.0, 1.0, 0.0]",0.9811361919137056,True,17.119284750893712,259.265625,runs/v14/dodge-primary-gru-s0/checkpoint.pkl,70b371f0caaac0588cf4b8af32bbf4678c96f2173edb1daa773f7dd566499e3a,ac75d17e05c1a96179d9a4f4197290606020e53bcd32414d4ec2465bdfb4e94a,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2720, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 17.119284750893712, ""transitions_per_second"": 3824.752685477878, ""train_success"": 0.795, ""train_return"": 3.6090000000000004, ""rollout_action_fractions"": [268, 1128, 652], ""loss"": 0.5199928899971223, ""policy_loss"": -3.829487861918123e-05, ""value_loss"": 1.0459408081588184, ""entropy"": 0.9797397345558835, ""approx_kl"": 3.526948392146605e-06, ""clip_fraction"": 0.0, ""grad_norm"": 1.4382180082865508, ""minibatch_updates"": 32, ""finite"": true}"
dodge,primary,gru,1,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.8083333333333333,0.0,"[0.9583333333333334, 0.041666666666666664, 0.0]",0.9510760230857308,True,17.125906584900804,238.203125,runs/v14/dodge-primary-gru-s1/checkpoint.pkl,e39d7a7e6de41d6cc4ef78c0992bda658b2698c9395ffb6cf04030465eb88d2f,619aba4b4428d9b86e2e8a3ad2c9f5e56ef4e66ce3d7549d42412f83618058c9,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2720, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 17.125906584900804, ""transitions_per_second"": 3849.801657806305, ""train_success"": 0.8066666666666665, ""train_return"": 3.737, ""rollout_action_fractions"": [1096, 720, 232], ""loss"": 0.4520778230549464, ""policy_loss"": -3.963424361139167e-06, ""value_loss"": 0.909867896259844, ""entropy"": 0.9507205502048026, ""approx_kl"": 6.534174677120331e-07, ""clip_fraction"": 0.0, ""grad_norm"": 2.0667527517205144, ""minibatch_updates"": 32, ""finite"": true}"
dodge,primary,gru,2,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.7708333333333333,0.0,"[0.0, 0.0, 1.0]",0.6816580773300321,True,17.768237710057292,247.578125,runs/v14/dodge-primary-gru-s2/checkpoint.pkl,bfd503cfca1b1c903b4505c8ac7f47369676db10e5396e45c83b1cf70898ece3,5ae4992b81b3064d40706b7ec85298db4190501740c41e3725bd1b158c75ef1a,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2720, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 17.768237710057292, ""transitions_per_second"": 3647.9063775907057, ""train_success"": 0.8183333333333332, ""train_return"": 3.8960000000000004, ""rollout_action_fractions"": [120, 378, 1550], ""loss"": 0.46360128127419575, ""policy_loss"": -1.960118718717912e-05, ""value_loss"": 0.9313093937735768, ""entropy"": 0.6779381418018161, ""approx_kl"": 1.4656869164744276e-06, ""clip_fraction"": 0.0, ""grad_norm"": 1.8064462079584416, ""minibatch_updates"": 32, ""finite"": true}"
dodge,primary,linear,0,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.9583333333333334,0.5,"[0.18541666666666667, 0.325, 0.4895833333333333]",0.9229780017309416,True,13.27768724685302,190.3125,runs/v14/dodge-primary-linear-s0/checkpoint.pkl,c1f56f739787408a3c72e2c11e5aec78d294b944eabeae8bbae711ac0bef541d,7c2f2fe7018b9ac99f43b78c473bdca84eae64d4ffe959121b17a7aaac5ca588,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2720, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 13.27768724685302, ""transitions_per_second"": 4959.734956127691, ""train_success"": 0.8949999999999999, ""train_return"": 5.022000000000001, ""rollout_action_fractions"": [558, 694, 796], ""loss"": 1.0352238237472462, ""policy_loss"": -0.0013761050613507828, ""value_loss"": 2.078720124706566, ""entropy"": 0.9200445148953563, ""approx_kl"": 9.642695815588914e-06, ""clip_fraction"": 0.0, ""grad_norm"": 2.6984319157868226, ""minibatch_updates"": 32, ""finite"": true}"
dodge,primary,linear,1,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.9375,0.625,"[0.321875, 0.33958333333333335, 0.3385416666666667]",0.946307356035468,True,13.313339791784529,195.5625,runs/v14/dodge-primary-linear-s1/checkpoint.pkl,ab90179102be6203ed6211370fa01fe586e6a61a0f3133ef7940fe3cf1a2ebeb,dcffb31a5e28561e7f8b6ca53dc0d1d1b5126c67ea76f25ac22ea6242567e98e,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2720, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 13.313339791784529, ""transitions_per_second"": 4926.091584488797, ""train_success"": 0.885, ""train_return"": 4.865, ""rollout_action_fractions"": [714, 601, 733], ""loss"": 0.9146331271927296, ""policy_loss"": -0.001301729173802833, ""value_loss"": 1.8375694235904243, ""entropy"": 0.9499518095599325, ""approx_kl"": 7.854642426771639e-06, ""clip_fraction"": 0.0, ""grad_norm"": 2.676762066831314, ""minibatch_updates"": 32, ""finite"": true}"
dodge,primary,linear,2,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.9291666666666668,0.22499999999999998,"[0.22916666666666666, 0.33958333333333335, 0.43125]",0.9207727772746093,True,13.3046964147361,195.0625,runs/v14/dodge-primary-linear-s2/checkpoint.pkl,e1825ee8b81b32d7fe04b81ebf3f56e5aa4ea32f7d94903b108d6ac864f9e9b4,22190ca50f074714fe13e7404cf2cce0b3ac68873af4b6b91ecb2b076b02ed86,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2720, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 13.3046964147361, ""transitions_per_second"": 4928.780766094829, ""train_success"": 0.9083333333333331, ""train_return"": 5.199000000000001, ""rollout_action_fractions"": [629, 652, 767], ""loss"": 0.9834784359106915, ""policy_loss"": -0.0013674001132215636, ""value_loss"": 1.975190347339486, ""entropy"": 0.916445881943331, ""approx_kl"": 1.7845360179316042e-05, ""clip_fraction"": 0.0, ""grad_norm"": 2.708968514453082, ""minibatch_updates"": 32, ""finite"": true}"
dodge,primary,mlp,0,128,64,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.8625,0.0,"[0.0, 0.0, 1.0]",0.6732780847642751,True,15.495314707688522,227.1875,runs/v14/dodge-primary-mlp-s0/checkpoint.pkl,81e18b5c3d67955e2083b3737b9e325f9c1b4fb58519a6552c79ae40bca9b342,5e3254e954687cf96542682eef94dbcccb222bbf3aedde19b27fcee92539a00c,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2720, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 15.495314707688522, ""transitions_per_second"": 4279.254807909974, ""train_success"": 0.785, ""train_return"": 3.455, ""rollout_action_fractions"": [105, 392, 1551], ""loss"": 0.5953300133986695, ""policy_loss"": -0.00010965519152406024, ""value_loss"": 1.1949678671729036, ""entropy"": 0.681421665419415, ""approx_kl"": 8.733507404946641e-06, ""clip_fraction"": 0.0, ""grad_norm"": 1.7145228812157272, ""minibatch_updates"": 32, ""finite"": true}"
dodge,primary,mlp,1,128,64,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.7916666666666667,0.0,"[0.0, 0.0, 1.0]",0.5095970713729361,True,15.469460291787982,230.375,runs/v14/dodge-primary-mlp-s1/checkpoint.pkl,94e0eb3937bb0faaff4e5f8e53f7c30cfa7565bcf2492d6486434624278a667c,3878c3cd0c962865c4ff52549f60b215ede02fc4ffb7e1e69e4f3fb24aa5f175,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2720, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 15.469460291787982, ""transitions_per_second"": 4307.199966837065, ""train_success"": 0.825, ""train_return"": 4.018, ""rollout_action_fractions"": [105, 220, 1723], ""loss"": 0.5641093844627982, ""policy_loss"": -7.392767881800235e-05, ""value_loss"": 1.1314282184469184, ""entropy"": 0.5102656939476906, ""approx_kl"": 1.8621069138016052e-06, ""clip_fraction"": 0.0, ""grad_norm"": 2.118157580049618, ""minibatch_updates"": 32, ""finite"": true}"
dodge,primary,mlp,2,128,64,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.7708333333333333,0.0,"[0.0, 0.0, 1.0]",0.6088533582029461,True,15.729523048212286,232.953125,runs/v14/dodge-primary-mlp-s2/checkpoint.pkl,75d32a9b2ecad587d87bb8ab0d40a545c9fbd6d7a787ad7ba2989bb6b836577d,533f44b2e8208c7d5f2a7ac792e58af44756613d346db7a3e848a20f7e499144,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2720, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 15.729523048212286, ""transitions_per_second"": 4238.383544971207, ""train_success"": 0.8000000000000002, ""train_return"": 3.6659999999999995, ""rollout_action_fractions"": [73, 356, 1619], ""loss"": 0.5659212733963976, ""policy_loss"": -0.00026086445014606666, ""value_loss"": 1.136033630424463, ""entropy"": 0.6115591218959031, ""approx_kl"": 6.616200444733798e-06, ""clip_fraction"": 0.0, ""grad_norm"": 1.8414313922184293, ""minibatch_updates"": 32, ""finite"": true}"
dodge,ticks,linear,0,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,descending,65536,0,0.9666666666666668,0.525,"[0.15729166666666666, 0.31145833333333334, 0.53125]",0.8497477189495918,True,26.341416413837578,181.859375,runs/v14/dodge-ticks-linear-s0/checkpoint.pkl,ac89bec4c592da8842461d3d42708344df2fdc56dfd7ff0206efc19a17af9b84,35af8264b91f26a1024b46560b3a7d0feee2b41b2dde6b53baadee9847755196,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2720, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 26.341416413837578, ""transitions_per_second"": 2506.067598961814, ""train_success"": 0.9283333333333332, ""train_return"": 5.51, ""rollout_action_fractions"": [562, 647, 839], ""loss"": 1.3348283741051128, ""policy_loss"": -0.0012913964644414144, ""value_loss"": 2.6772801311732923, ""entropy"": 0.8400983390306442, ""approx_kl"": 1.5720530921807266e-05, ""clip_fraction"": 0.0, ""grad_norm"": 2.9747471111188784, ""minibatch_updates"": 32, ""finite"": true}"
dodge,ticks,linear,1,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,descending,65536,0,0.8958333333333334,0.475,"[0.090625, 0.4114583333333333, 0.4979166666666667]",0.8346322401424316,True,26.314392290078104,180.265625,runs/v14/dodge-ticks-linear-s1/checkpoint.pkl,d5b527a2446801898db7f91ccb5bde8f840178247c36b2d8aafd82512b56c189,4bd074ec2bfcfa49133683d1a8d6e4c8fa779e1edcc848d52894eefcb7cb61ba,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2720, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 26.314392290078104, ""transitions_per_second"": 2482.2269189517483, ""train_success"": 0.8966666666666667, ""train_return"": 5.069, ""rollout_action_fractions"": [458, 763, 827], ""loss"": 1.3474920428183699, ""policy_loss"": -0.0013757481145223408, ""value_loss"": 2.7027447500368362, ""entropy"": 0.8348613618419867, ""approx_kl"": 1.4087877097404328e-05, ""clip_fraction"": 0.0, ""grad_norm"": 3.0694298156972746, ""minibatch_updates"": 32, ""finite"": true}"
dodge,ticks,linear,2,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,descending,65536,0,0.8916666666666668,0.625,"[0.1375, 0.44479166666666664, 0.41770833333333335]",0.8112951094598652,True,26.285031833220273,184.03125,runs/v14/dodge-ticks-linear-s2/checkpoint.pkl,362f2e6160b294e76b2e5f166e2a5c064caa66777407a67947c2fbe291619c14,d2487b03b902efb254bd74eeda1101e8806174dc7ae075d3761494d40061c1ac,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2720, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 26.285031833220273, ""transitions_per_second"": 2508.672175221371, ""train_success"": 0.8983333333333333, ""train_return"": 5.067, ""rollout_action_fractions"": [426, 773, 849], ""loss"": 1.4394432911280477, ""policy_loss"": -0.0012752860396026495, ""value_loss"": 2.8863104618124793, ""entropy"": 0.8122179128630632, ""approx_kl"": 9.448944128276605e-06, ""clip_fraction"": 0.0, ""grad_norm"": 3.0388854073604112, ""minibatch_updates"": 32, ""finite"": true}"
flappy,all_readout,gru,0,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,all,65536,0,0.3666666666666666,0.0,"[0.8872901678657075, 0.11270983213429256]",0.3240765240104021,True,17.93007354286965,264.234375,runs/v14/flappy-all_readout-gru-s0/checkpoint.pkl,4a8abb1d1958409c867c96c47fa198739bca13f36bc6770cb2f3d24873ce7cbd,fae6a0c6057e063cbae365e59530c55ad17418e812e49f24dceec4326ec725bb,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2373, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 17.93007354286965, ""transitions_per_second"": 3609.6424885443844, ""train_success"": 0.275, ""train_return"": 1.3032117325236539, ""rollout_action_fractions"": [1784, 264], ""loss"": 0.1705504065006878, ""policy_loss"": -0.003431815400194334, ""value_loss"": 0.3493603076098344, ""entropy"": 0.2326439680116804, ""approx_kl"": 0.0007514589345810271, ""clip_fraction"": 0.0084228515625, ""grad_norm"": 0.6186507367932577, ""minibatch_updates"": 32, ""finite"": true}"
flappy,all_readout,gru,1,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,all,65536,0,0.2,0.0,"[0.8664987405541562, 0.13350125944584382]",0.27865818832235345,True,18.08964337699581,270.796875,runs/v14/flappy-all_readout-gru-s1/checkpoint.pkl,7e889fd7084c9e35bf0e7726daa83f2a39a27f614cd3f8be8139a19c2c0fcab8,c5cd64e5b697698aaef008d255e9396286617d517f0b3de99f4fb693ff554bec,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2867, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 18.08964337699581, ""transitions_per_second"": 3530.1372376907702, ""train_success"": 0.12833333333333333, ""train_return"": 0.14427384405026894, ""rollout_action_fractions"": [1742, 306], ""loss"": 0.05593901472692515, ""policy_loss"": -0.004465716107592937, ""value_loss"": 0.12230557969807798, ""entropy"": 0.24935300484030343, ""approx_kl"": 0.0008782627085912683, ""clip_fraction"": 0.0087890625, ""grad_norm"": 0.48194516260619924, ""minibatch_updates"": 32, ""finite"": true}"
flappy,all_readout,gru,2,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,all,65536,0,0.2,0.0,"[0.8215892053973014, 0.17841079460269865]",0.3529853509540605,True,18.029826917976607,265.875,runs/v14/flappy-all_readout-gru-s2/checkpoint.pkl,30fba4adb2d678c0a3f9476f42908d71209805895fede0dd1db388530affd195,3e9447e49e05e43361e72190db7e252d0859a7f18743d97f05be9f243e53abbf,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 3053, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 18.029826917976607, ""transitions_per_second"": 3652.298669886908, ""train_success"": 0.08499999999999998, ""train_return"": -0.17302188146182781, ""rollout_action_fractions"": [1641, 407], ""loss"": 0.04060875297734175, ""policy_loss"": -0.004945033035822777, ""value_loss"": 0.09290789466523265, ""entropy"": 0.300053773150603, ""approx_kl"": 0.0006224868828888908, ""clip_fraction"": 0.0050048828125, ""grad_norm"": 0.500184967178558, ""minibatch_updates"": 32, ""finite"": true}"
flappy,curriculum,gru,0,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,131072,0,0.3208333333333333,0.07499999999999996,"[0.884437596302003, 0.11556240369799692]",0.25825257586990863,True,32.660155753663275,231.09375,runs/v14/flappy-curriculum-gru-s0/checkpoint.pkl,76a41e8615ffe5fbb2c7908692e940b105e70f3bfc392bf6efd9f0495f0713a0,087410a028e281d48413e70cb4aeb2865e8a13cfdfcbcfb4178360bbe63a252b,,"{""update"": 64, ""transitions"": 131072, ""episodes"": 3652, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 32.660155753663275, ""transitions_per_second"": 4024.2641355972164, ""train_success"": 0.26833333333333337, ""train_return"": 1.2311649961337696, ""rollout_action_fractions"": [1777, 271], ""loss"": 0.15559443389364608, ""policy_loss"": -0.002810879365040035, ""value_loss"": 0.31806814934112737, ""entropy"": 0.20958713729253378, ""approx_kl"": 0.0001234198836479199, ""clip_fraction"": 0.0009765625, ""grad_norm"": 0.7172354614722657, ""minibatch_updates"": 32, ""finite"": true}"
flappy,curriculum,gru,1,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,131072,0,0.2791666666666667,0.07499999999999996,"[0.8822790113112694, 0.11772098868873063]",0.19050781021805216,True,32.64312716689892,233.1875,runs/v14/flappy-curriculum-gru-s1/checkpoint.pkl,c2684a8de93ab5dd82eb2e5476d4fefff22f62154b2dd91414c0d753c518f714,d5052fc7c6fb4b7ebe9d9be144d861c6a72c0b9dd48ebab3941a48f19f6538fa,,"{""update"": 64, ""transitions"": 131072, ""episodes"": 3226, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 32.64312716689892, ""transitions_per_second"": 4023.644475401315, ""train_success"": 0.27166666666666667, ""train_return"": 1.260674007059829, ""rollout_action_fractions"": [1821, 227], ""loss"": 0.17282212236856362, ""policy_loss"": -0.0016917334396411247, ""value_loss"": 0.3500363939562176, ""entropy"": 0.16811372330135832, ""approx_kl"": 3.0122685410800372e-05, ""clip_fraction"": 0.0, ""grad_norm"": 0.7982082813940385, ""minibatch_updates"": 32, ""finite"": true}"
flappy,curriculum,gru,2,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,131072,0,0.2625,0.125,"[0.8882559158632778, 0.11174408413672217]",0.25531630765752766,True,32.80001441697823,231.078125,runs/v14/flappy-curriculum-gru-s2/checkpoint.pkl,6095010042c2013af238bf1a6d784066c644162199e0540980db088dc41b8362,06eb2fd9d72372937a18477142e49fe91ba070f8612a9540b1a0b36caf7f2573,,"{""update"": 64, ""transitions"": 131072, ""episodes"": 3286, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 32.80001441697823, ""transitions_per_second"": 3907.5235328509752, ""train_success"": 0.2733333333333333, ""train_return"": 1.2772010433379934, ""rollout_action_fractions"": [1789, 259], ""loss"": 0.1769371465551998, ""policy_loss"": -0.0017729942637140367, ""value_loss"": 0.3585562531355067, ""entropy"": 0.18932858294650473, ""approx_kl"": 0.00012194413618738923, ""clip_fraction"": 0.0008544921875, ""grad_norm"": 0.9056370725827305, ""minibatch_updates"": 32, ""finite"": true}"
flappy,longer,gru,0,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,131072,0,0.3166666666666666,0.09999999999999998,"[0.8672360248447205, 0.1327639751552795]",0.24652714664523517,True,32.731667880900204,237.890625,runs/v14/flappy-longer-gru-s0/checkpoint.pkl,28b3f308c8a5940f2111a67ebeab108d59ab6e80e714751cfef60471d0abf356,31f74ad0c1c1fe584f1dd352eaadeb0fa9930a2083bd262f9159add3663f2cab,,"{""update"": 64, ""transitions"": 131072, ""episodes"": 4180, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 32.731667880900204, ""transitions_per_second"": 4015.4398998554766, ""train_success"": 0.19833333333333328, ""train_return"": 0.7100039288466562, ""rollout_action_fractions"": [1765, 283], ""loss"": 0.13352659320976978, ""policy_loss"": -0.002349849644546185, ""value_loss"": 0.2729737367213566, ""entropy"": 0.20347516878743382, ""approx_kl"": 0.0001772275184389316, ""clip_fraction"": 0.000732421875, ""grad_norm"": 0.7041382649442545, ""minibatch_updates"": 32, ""finite"": true}"
flappy,longer,gru,1,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,131072,0,0.325,0.15000000000000002,"[0.8750492707922743, 0.12495072920772567]",0.2177779696817126,True,32.75684529537102,227.390625,runs/v14/flappy-longer-gru-s1/checkpoint.pkl,f719035d0738773ff6f0629622f15e29eb6e5570767f35df8ae4ba36566534d3,ffbd57b6e906ba7b22c7acc0e9b3b9dc2528e4b15391f2248d62356b3eeb1135,,"{""update"": 64, ""transitions"": 131072, ""episodes"": 3873, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 32.75684529537102, ""transitions_per_second"": 3947.4042387119293, ""train_success"": 0.24833333333333332, ""train_return"": 1.10582282995967, ""rollout_action_fractions"": [1795, 253], ""loss"": 0.17909049466657584, ""policy_loss"": -0.002087505196944152, ""value_loss"": 0.36359940379454914, ""entropy"": 0.2072340112515329, ""approx_kl"": 0.00020995699151798248, ""clip_fraction"": 0.0010986328125, ""grad_norm"": 0.7496194341051818, ""minibatch_updates"": 32, ""finite"": true}"
flappy,longer,gru,2,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,131072,0,0.4291666666666667,0.17500000000000004,"[0.8889949109414759, 0.11100508905852417]",0.21408500262641592,True,32.62081341102021,228.640625,runs/v14/flappy-longer-gru-s2/checkpoint.pkl,76c4446a6d861fe90ba99782d9f1989b389f9211b2c34000bc5a723d4a7d415d,5c85159fcbbc4f00b2a3bf6e621612efbd161134fa966a582c5f5ea6b9b013ff,,"{""update"": 64, ""transitions"": 131072, ""episodes"": 3847, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 32.62081341102021, ""transitions_per_second"": 3985.6121657395124, ""train_success"": 0.2833333333333333, ""train_return"": 1.36415999025448, ""rollout_action_fractions"": [1806, 242], ""loss"": 0.15889873507760055, ""policy_loss"": -0.0020104428000321563, ""value_loss"": 0.32297179378931223, ""entropy"": 0.19223967234113387, ""approx_kl"": 0.0001525728552745396, ""clip_fraction"": 0.000732421875, ""grad_norm"": 0.6980259911733526, ""minibatch_updates"": 32, ""finite"": true}"
flappy,primary,gru,0,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.12916666666666665,0.09999999999999998,"[0.8877146631439894, 0.11228533685601057]",0.34368127328570724,True,16.18229271110613,228.640625,runs/v14/flappy-primary-gru-s0/checkpoint.pkl,4f5ab1545af1db657dd20a80b5c59cd70f56eef5c5d098880f0d286e8dcaabcc,9fd6ce0ec2d3268edcce5d707f7aa84681b2678fd5e36dfcdc19b465b73592c1,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2646, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 16.18229271110613, ""transitions_per_second"": 4072.430806918868, ""train_success"": 0.21333333333333332, ""train_return"": 0.826030833413881, ""rollout_action_fractions"": [1798, 250], ""loss"": 0.1308572182680116, ""policy_loss"": -0.0027058580284385573, ""value_loss"": 0.2686100436606895, ""entropy"": 0.24731517796486527, ""approx_kl"": 0.00021791500103448413, ""clip_fraction"": 0.0009765625, ""grad_norm"": 0.573560792076212, ""minibatch_updates"": 32, ""finite"": true}"
