task,phase,learner,seed,hidden,second_hidden_or_gru,gru_size,optimizer,learning_rate,lr_schedule,gamma,gae_lambda,ppo_clip,entropy_coefficient,value_coefficient,ppo_epochs,minibatch_count,parallel_envs,ticks,readout,training_transitions,imitation_transitions,score,state_dependence,action_distribution,policy_entropy,finite,wall_seconds,peak_memory_mb,checkpoint,checkpoint_sha256,result_sha256,failure_reason,last_update
flappy,primary,gru,1,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.2166666666666667,0.07499999999999996,"[0.8900152052711606, 0.10998479472883933]",0.31066100724476114,True,16.102416587993503,229.578125,runs/v14/flappy-primary-gru-s1/checkpoint.pkl,9aa766bf62a65616b2af248b499b327982ef650f01e465f920ebfce9ead01b1f,4e538f90b5feefe86aa4412097376522893b3df339952c4afea77b9e6fa9cacb,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2785, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 16.102416587993503, ""transitions_per_second"": 4073.0662584246575, ""train_success"": 0.175, ""train_return"": 0.5019121703739475, ""rollout_action_fractions"": [1792, 256], ""loss"": 0.11300328779062252, ""policy_loss"": -0.0023228464713250935, ""value_loss"": 0.23225289524643838, ""entropy"": 0.266771120423861, ""approx_kl"": 0.00022292013478103704, ""clip_fraction"": 0.0008544921875, ""grad_norm"": 0.5163225223672713, ""minibatch_updates"": 32, ""finite"": true}"
flappy,primary,gru,2,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.2416666666666667,0.09999999999999998,"[0.8957654723127035, 0.10423452768729642]",0.3061883105854073,True,16.028755332168657,232.125,runs/v14/flappy-primary-gru-s2/checkpoint.pkl,2ac21383db7a18ea6a416feb3ab2e3562dd399235ef648e081fea8be5c71eac0,946f2d7a78b2951442eb93dded52cc927ed6a2b7c52d601a1802d81b8bbe6032,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2596, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 16.028755332168657, ""transitions_per_second"": 4066.724997026704, ""train_success"": 0.17166666666666663, ""train_return"": 0.48133303659687726, ""rollout_action_fractions"": [1809, 239], ""loss"": 0.11698559632520836, ""policy_loss"": -0.0019804211128682195, ""value_loss"": 0.23937548300963227, ""entropy"": 0.240574688913183, ""approx_kl"": 9.495320000827135e-05, ""clip_fraction"": 0.0006103515625, ""grad_norm"": 0.5168250061817135, ""minibatch_updates"": 32, ""finite"": true}"
flappy,primary,linear,0,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.0,0.42500000000000004,"[0.5257048092868989, 0.47429519071310117]",0.5619128308343349,True,12.563287629862316,180.953125,runs/v14/flappy-primary-linear-s0/checkpoint.pkl,3d3b7c3a6929dd28e34b1909138b8265e9488d14c684ecac13d10518163c2dae,10b9c11ca90263f6b0473d992b87d3ade800d3d4399471bd3afd4a94f6c327dc,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 4773, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 12.563287629862316, ""transitions_per_second"": 5209.8884852949805, ""train_success"": 0.0, ""train_return"": -0.8710063477214868, ""rollout_action_fractions"": [1147, 901], ""loss"": 0.06832867791939151, ""policy_loss"": -0.0010128813292001235, ""value_loss"": 0.14208163115435227, ""entropy"": 0.5664187761948303, ""approx_kl"": 3.706394337417984e-05, ""clip_fraction"": 0.0, ""grad_norm"": 1.4101621821073642, ""minibatch_updates"": 32, ""finite"": true}"
flappy,primary,linear,1,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.008333333333333333,0.07499999999999996,"[0.9409681227863046, 0.0590318772136954]",0.26065849768688104,True,12.61522708577104,181.03125,runs/v14/flappy-primary-linear-s1/checkpoint.pkl,c4d711aa0d961d2b0d2036ac7b8d6926afbfb9c6bd1e2a1bf791b02b8088901d,2be8be7c79ee0c3732f62b6826b3ce924922e153d0d9c6d0665eb6d6a05fa5d5,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 4360, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 12.61522708577104, ""transitions_per_second"": 5071.253099559448, ""train_success"": 0.05666666666666667, ""train_return"": -0.41089028174162723, ""rollout_action_fractions"": [1793, 255], ""loss"": 0.06928265684649304, ""policy_loss"": -0.0005356097194011223, ""value_loss"": 0.1411131303449435, ""entropy"": 0.24609953552585953, ""approx_kl"": 4.051931722569735e-06, ""clip_fraction"": 0.0, ""grad_norm"": 0.8892839024623677, ""minibatch_updates"": 32, ""finite"": true}"
flappy,primary,linear,2,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.0,0.35,"[0.4782608695652174, 0.5217391304347826]",0.5552159583732752,True,12.785859330906533,181.203125,runs/v14/flappy-primary-linear-s2/checkpoint.pkl,dcf0c506592e18d44888974490f173ccd915ead271614eae47a78c4d318651c6,36be9cabfe185834d3fa7c048ae43c6ba35c48f0f7ed89fbd25180917ab12267,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 4783, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 12.785859330906533, ""transitions_per_second"": 5090.869092277879, ""train_success"": 0.0, ""train_return"": -0.8688507140265957, ""rollout_action_fractions"": [1107, 941], ""loss"": 0.06934160004153452, ""policy_loss"": -0.0008265691769605392, ""value_loss"": 0.14365665457008558, ""entropy"": 0.5533860221825844, ""approx_kl"": 5.25634625292704e-06, ""clip_fraction"": 0.0, ""grad_norm"": 1.357228838256757, ""minibatch_updates"": 32, ""finite"": true}"
flappy,primary,mlp,0,128,64,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.0125,0.050000000000000044,"[0.9433293978748524, 0.05667060212514758]",0.24104426576022,True,14.738088005047757,215.125,runs/v14/flappy-primary-mlp-s0/checkpoint.pkl,c47b5496b5ced023fc0801a2c7eab5ea2859011c7681dbd04ce54600d740287e,dd6f099565ad543e8624405b677ecc9ab3f4d800d1651c5de4ebe0061b935589,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 3911, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 14.738088005047757, ""transitions_per_second"": 4464.184344671224, ""train_success"": 0.05000000000000001, ""train_return"": -0.4605976848170112, ""rollout_action_fractions"": [1850, 198], ""loss"": 0.04614261333216793, ""policy_loss"": -0.001475648108149688, ""value_loss"": 0.0965993309413905, ""entropy"": 0.22713467679254534, ""approx_kl"": 2.481325285809411e-05, ""clip_fraction"": 0.0, ""grad_norm"": 0.2934044157294048, ""minibatch_updates"": 32, ""finite"": true}"
flappy,primary,mlp,1,128,64,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.025,0.0,"[0.9461009174311926, 0.05389908256880734]",0.26484302284372063,True,14.961741665028967,213.078125,runs/v14/flappy-primary-mlp-s1/checkpoint.pkl,6ae8b7819283738e7c6b4e3367bdd6e2c3cd0a7d44ef7f8d4286c5de4dcbe35c,5c1123b96d64dd265de55cde8896e1e5368acd9b253249d840c158f6635d7814,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 4167, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 14.961741665028967, ""transitions_per_second"": 4283.325904285035, ""train_success"": 0.024999999999999994, ""train_return"": -0.6410540891745008, ""rollout_action_fractions"": [1798, 250], ""loss"": 0.026347365728163742, ""policy_loss"": -0.0013219533589656227, ""value_loss"": 0.05689676943045073, ""entropy"": 0.2596885426986676, ""approx_kl"": 2.435363133008604e-05, ""clip_fraction"": 0.0, ""grad_norm"": 0.2952905428956013, ""minibatch_updates"": 32, ""finite"": true}"
flappy,primary,mlp,2,128,64,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.0125,0.025000000000000022,"[0.9441805225653207, 0.055819477434679333]",0.22384191801787612,True,14.73895470687421,212.96875,runs/v14/flappy-primary-mlp-s2/checkpoint.pkl,c65aed4cf494562cfc28e06f819d0f700d3dbeb30843db899137a80037a9d0cb,bef7105b0fc1739a485aeedb89691d3af1dbffcdc45b90670392a71e70b5230d,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 3647, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 14.73895470687421, ""transitions_per_second"": 4431.700583867556, ""train_success"": 0.05333333333333333, ""train_return"": -0.43261441484906243, ""rollout_action_fractions"": [1835, 213], ""loss"": 0.04918462762215226, ""policy_loss"": -0.0015156509079307205, ""value_loss"": 0.10270256542529281, ""entropy"": 0.2170013941878079, ""approx_kl"": 2.3806756300145546e-05, ""clip_fraction"": 0.0, ""grad_norm"": 0.28909323542647575, ""minibatch_updates"": 32, ""finite"": true}"
flappy,rescue,gru,0,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,131072,8192,0.2333333333333333,0.050000000000000044,"[0.8859857482185273, 0.11401425178147269]",0.17346845677711817,True,32.73910112504382,326.484375,runs/v14/flappy-rescue-gru-s0/checkpoint.pkl,0039a46c8e52c656387c92cf069b586e47bcc7cab846c741003f634c49e48405,e9cb84273377d4d8dc9a6f622ccaad79fdcfc9b262a2387b706733e5fa62b56b,,"{""update"": 64, ""transitions"": 131072, ""episodes"": 3394, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 32.73910112504382, ""transitions_per_second"": 3970.533777116049, ""train_success"": 0.2783333333333333, ""train_return"": 1.2886415514060596, ""rollout_action_fractions"": [1817, 231], ""loss"": 0.18897065504172694, ""policy_loss"": -0.0015979920224033408, ""value_loss"": 0.3820652655731511, ""entropy"": 0.15466190748176312, ""approx_kl"": 3.948832420288711e-05, ""clip_fraction"": 0.0001220703125, ""grad_norm"": 0.6931260612016161, ""minibatch_updates"": 32, ""finite"": true}"
flappy,rescue,gru,1,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,131072,8192,0.25833333333333336,0.125,"[0.8897122929380994, 0.11028770706190061]",0.17284455273022423,True,33.05944550031563,323.3125,runs/v14/flappy-rescue-gru-s1/checkpoint.pkl,372b3b751f9ce7d0aa2a48693f01051dfc8bb499b2c4857e731ed578ee7d91e1,11d4345b3e15ab686909c77c9640379f1818b2a42db2d367cbffeb9403567ee5,,"{""update"": 64, ""transitions"": 131072, ""episodes"": 3767, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 33.05944550031563, ""transitions_per_second"": 3904.7830924268196, ""train_success"": 0.25, ""train_return"": 1.0830175377544755, ""rollout_action_fractions"": [1817, 231], ""loss"": 0.14419586510289323, ""policy_loss"": -0.0018032350302236155, ""value_loss"": 0.2929989327635432, ""entropy"": 0.1667887495515985, ""approx_kl"": 9.558848908292983e-05, ""clip_fraction"": 0.0006103515625, ""grad_norm"": 0.6549174538537315, ""minibatch_updates"": 32, ""finite"": true}"
flappy,rescue,gru,2,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,131072,8192,0.4041666666666666,0.30000000000000004,"[0.8890356671070013, 0.11096433289299867]",0.18326372959570617,True,33.127145579026546,330.890625,runs/v14/flappy-rescue-gru-s2/checkpoint.pkl,dc4b552cac513f3a7d4789aee31efb90c1535341a75a9cad1e147741da00bb7a,426d7f867553c3fb07ada311aceb919d572862780478df8eb5086c6582e12cfd,,"{""update"": 64, ""transitions"": 131072, ""episodes"": 3425, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 33.127145579026546, ""transitions_per_second"": 3964.4093600706788, ""train_success"": 0.325, ""train_return"": 1.6800754160391977, ""rollout_action_fractions"": [1810, 238], ""loss"": 0.17479295535043654, ""policy_loss"": -0.00210305699179633, ""value_loss"": 0.35481897768554665, ""entropy"": 0.17115883351349168, ""approx_kl"": 6.006367383768746e-05, ""clip_fraction"": 0.0, ""grad_norm"": 0.6686085682224832, ""minibatch_updates"": 32, ""finite"": true}"
flappy,ticks,gru,0,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,descending,65536,0,0.2125,0.125,"[0.8968968968968969, 0.1031031031031031]",0.3713812638618188,True,28.09085625305306,228.15625,runs/v14/flappy-ticks-gru-s0/checkpoint.pkl,62cca43c1ea286668ae4d53805638fb54f3e3d74636e9d2f4b7e89a884b1a1a0,bbea7e66e65b446c10fcff4639676a4af1028c08c137ebfb46fba743218254a9,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2702, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 28.09085625305306, ""transitions_per_second"": 2344.991512511616, ""train_success"": 0.24, ""train_return"": 1.0174452326365244, ""rollout_action_fractions"": [1791, 257], ""loss"": 0.15358385714439005, ""policy_loss"": -0.0022390449527786554, ""value_loss"": 0.31317579755014996, ""entropy"": 0.25499889263543035, ""approx_kl"": 9.643997964492245e-05, ""clip_fraction"": 0.000244140625, ""grad_norm"": 0.575170485418774, ""minibatch_updates"": 32, ""finite"": true}"
flappy,ticks,gru,1,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,descending,65536,0,0.0125,0.0,"[0.6030989272943981, 0.39690107270560193]",0.4076001254317668,True,28.13848775497172,245.234375,runs/v14/flappy-ticks-gru-s1/checkpoint.pkl,bde278d9d1c4a83ee0b44b72371b2046e74a0d2a448d2c1ee12c6cce5fa39618,10206e341b9dfa63881251efa59017662155685fbc7817e7289e34c9f01c9d77,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 3761, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 28.13848775497172, ""transitions_per_second"": 2343.6826122346615, ""train_success"": 0.003333333333333333, ""train_return"": -0.7808430491275162, ""rollout_action_fractions"": [1267, 781], ""loss"": 0.00039567830849652564, ""policy_loss"": -0.0050733951301563385, ""value_loss"": 0.013484368191664152, ""entropy"": 0.4243702190597384, ""approx_kl"": 0.0007755344957173606, ""clip_fraction"": 0.0029296875, ""grad_norm"": 0.47135601011841977, ""minibatch_updates"": 32, ""finite"": true}"
flappy,ticks,gru,2,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,descending,65536,0,0.17916666666666664,0.09999999999999998,"[0.890668139149641, 0.10933186085035891]",0.35781229596051345,True,28.103809087944683,226.765625,runs/v14/flappy-ticks-gru-s2/checkpoint.pkl,d523e1eb70d0807721297a9efcd9b1e242516c88f6d7cd22b2ffb9ce2f8547d3,7554a1f44363bec0d9274fd4004886d947e02843afaee87afa47606131c940d4,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2584, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 28.103809087944683, ""transitions_per_second"": 2330.2598078683436, ""train_success"": 0.235, ""train_return"": 0.9876491330515009, ""rollout_action_fractions"": [1799, 249], ""loss"": 0.13546823862671764, ""policy_loss"": -0.0020943350400962927, ""value_loss"": 0.27657381367809897, ""entropy"": 0.24144439074518997, ""approx_kl"": 0.0002554481212687737, ""clip_fraction"": 0.0006103515625, ""grad_norm"": 0.5734615371193645, ""minibatch_updates"": 32, ""finite"": true}"
pong,all_readout,linear,0,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,all,65536,0,0.8972222222222221,0.475,"[0.3765625, 0.19618055555555555, 0.42725694444444445]",0.8206389539855593,True,25.69081020914018,205.578125,runs/v14/pong-all_readout-linear-s0/checkpoint.pkl,f55ff83a2a723f660be19a3f20e57edd5c666ae7b4c5bd872cfe62f62fff7327,7a5318dd73ef2c7b6891177cfc124fbe3ddbe96124cab8fb79e7c675f711f854,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 448, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 25.69081020914018, ""transitions_per_second"": 2537.9794591013974, ""train_success"": 0.8477777777777777, ""train_return"": 6.309535775064689, ""rollout_action_fractions"": [725, 543, 780], ""loss"": 0.16067164723653693, ""policy_loss"": -0.002423530724446855, ""value_loss"": 0.3309428561359271, ""entropy"": 0.7920833689932653, ""approx_kl"": 2.9240863891948345e-05, ""clip_fraction"": 0.0, ""grad_norm"": 2.2482028340629636, ""minibatch_updates"": 32, ""finite"": true}"
pong,all_readout,linear,1,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,all,65536,0,0.8194444444444443,0.55,"[0.40677083333333336, 0.16892361111111112, 0.42430555555555555]",0.7839815052131016,True,25.52332512900466,216.421875,runs/v14/pong-all_readout-linear-s1/checkpoint.pkl,c52c7a95734416e40b15a9d2ae52e225b0107638ec40d92a89c9495b8e9c7420,e21d13d6b3239c8861181baa8c877930b8e785cbe9d954d676e54e420b63c5e0,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 448, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 25.52332512900466, ""transitions_per_second"": 2588.269702819222, ""train_success"": 0.8233333333333333, ""train_return"": 5.871107756209855, ""rollout_action_fractions"": [790, 513, 745], ""loss"": 0.16445565159316552, ""policy_loss"": -0.002205131410423439, ""value_loss"": 0.3377971301653372, ""entropy"": 0.7459273596932003, ""approx_kl"": 2.551865985950406e-05, ""clip_fraction"": 0.0, ""grad_norm"": 2.18965489198973, ""minibatch_updates"": 32, ""finite"": true}"
pong,all_readout,linear,2,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,all,65536,0,0.8833333333333332,0.6,"[0.3732638888888889, 0.17586805555555557, 0.45086805555555554]",0.8044280526432214,True,25.380455456965137,201.984375,runs/v14/pong-all_readout-linear-s2/checkpoint.pkl,09490b4c464894905050dc02e1d4eaf40e77cb27c5c1f11fd3eb548aef7e7278,13ea180627daed61c9eadb20cef744b89460623e83c1b56678f7078009566403,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 448, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 25.380455456965137, ""transitions_per_second"": 2574.4190248830046, ""train_success"": 0.8555555555555556, ""train_return"": 6.452393641685725, ""rollout_action_fractions"": [768, 558, 722], ""loss"": 0.1423812698280071, ""policy_loss"": -0.0024427645784504976, ""value_loss"": 0.2944533551737031, ""entropy"": 0.8008810601313091, ""approx_kl"": 2.475813469331542e-05, ""clip_fraction"": 0.0, ""grad_norm"": 2.2602037220524407, ""minibatch_updates"": 32, ""finite"": true}"
pong,longer,linear,0,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,all,131072,0,0.9361111111111111,0.35,"[0.37256944444444445, 0.21666666666666667, 0.4107638888888889]",0.7343148510090878,True,51.00653966702521,205.421875,runs/v14/pong-longer-linear-s0/checkpoint.pkl,9b16a87efc444a9b911c72105d3ea0cd45bf14dfd9fbe15de98f850fa8086ba7,f011becade12f44a8f361205eda856c058602823b0cde4db01f8c2e885dc208c,,"{""update"": 64, ""transitions"": 131072, ""episodes"": 896, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 51.00653966702521, ""transitions_per_second"": 2509.5157330896527, ""train_success"": 0.9144444444444444, ""train_return"": 7.5133703617900665, ""rollout_action_fractions"": [749, 548, 751], ""loss"": 0.14979466682118803, ""policy_loss"": -0.0021142622687697517, ""value_loss"": 0.3080393301400358, ""entropy"": 0.7035786600200373, ""approx_kl"": 1.8134311971601282e-05, ""clip_fraction"": 0.0, ""grad_norm"": 2.1339291093703743, ""minibatch_updates"": 32, ""finite"": true}"
pong,longer,linear,1,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,all,131072,0,0.9416666666666667,0.6,"[0.3763888888888889, 0.19774305555555555, 0.42586805555555557]",0.7224772155793195,True,50.67139204207342,203.015625,runs/v14/pong-longer-linear-s1/checkpoint.pkl,bf7593474f8186c04d67b2dab788904efe5ab6d31eacf235ff5134c29bcf2364,92e0f4d3b6f24e4174675509c09813852f287adf713e46c4782967a6713ada7b,,"{""update"": 64, ""transitions"": 131072, ""episodes"": 896, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 50.67139204207342, ""transitions_per_second"": 2635.86386878002, ""train_success"": 0.9077777777777777, ""train_return"": 7.391894921146364, ""rollout_action_fractions"": [781, 500, 767], ""loss"": 0.14597373581010842, ""policy_loss"": -0.0023066252394212347, ""value_loss"": 0.30065570266281355, ""entropy"": 0.6824967606257059, ""approx_kl"": 2.431801704808318e-05, ""clip_fraction"": 0.0, ""grad_norm"": 2.1670335741210813, ""minibatch_updates"": 32, ""finite"": true}"
pong,longer,linear,2,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,all,131072,0,0.9388888888888889,0.35,"[0.3795138888888889, 0.196875, 0.4236111111111111]",0.7262358789103563,True,50.80847362696659,203.5625,runs/v14/pong-longer-linear-s2/checkpoint.pkl,919bfa3d4e4b34b652f0fdd7f94df847c8b11b466f0fd962224f13e4998bb833,6954967f1a5cf31f7d6c71c7c92419ec1de29442316143fa53641a3cbc8d3b66,,"{""update"": 64, ""transitions"": 131072, ""episodes"": 896, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 50.80847362696659, ""transitions_per_second"": 2614.6477725068285, ""train_success"": 0.8955555555555555, ""train_return"": 7.170218221398034, ""rollout_action_fractions"": [747, 501, 800], ""loss"": 0.15844065192702403, ""policy_loss"": -0.0018856492440040874, ""value_loss"": 0.3248102753457385, ""entropy"": 0.6929455006137135, ""approx_kl"": 1.572287812249212e-05, ""clip_fraction"": 0.0, ""grad_norm"": 2.0987298246068913, ""minibatch_updates"": 32, ""finite"": true}"
pong,primary,gru,0,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.2972222222222222,0.0,"[1.0, 0.0, 0.0]",0.7650818964870889,True,16.20052883325843,228.65625,runs/v14/pong-primary-gru-s0/checkpoint.pkl,22f804ab9c5a87d718c999b0610f9e73267172246e961616fce0014fb87d7698,d3c5043f17d0d8e342966f4d3193fd80968f3311231f1f49605f1a54fc38597f,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 448, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 16.20052883325843, ""transitions_per_second"": 4029.561595830825, ""train_success"": 0.29888888888888887, ""train_return"": -3.6232546912446733, ""rollout_action_fractions"": [1443, 443, 162], ""loss"": 0.1490332248134726, ""policy_loss"": -0.00012211078241446474, ""value_loss"": 0.3029162653398064, ""entropy"": 0.7675990246720535, ""approx_kl"": 6.0918697811085765e-06, ""clip_fraction"": 0.0, ""grad_norm"": 0.6757337166853368, ""minibatch_updates"": 32, ""finite"": true}"
pong,primary,gru,1,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.32222222222222224,0.050000000000000044,"[0.9842013888888889, 0.01579861111111111, 0.0]",1.0270891471380785,True,16.262852999032475,272.28125,runs/v14/pong-primary-gru-s1/checkpoint.pkl,896b013fdeb26ab8694783ee4c2bd0bafa28f9aaf37c4ff75f7cc26c9bcaf0d0,ec60e7188adc464799dd8f5fac518369e8d002d5066430a00f3f1b7717c2c77f,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 448, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 16.262852999032475, ""transitions_per_second"": 3934.427169516937, ""train_success"": 0.30666666666666664, ""train_return"": -3.481752748411645, ""rollout_action_fractions"": [878, 806, 364], ""loss"": 0.14830815453098903, ""policy_loss"": -0.0003938475064865221, ""value_loss"": 0.3035774799971549, ""entropy"": 1.028912653700627, ""approx_kl"": 1.493159516446939e-05, ""clip_fraction"": 0.0, ""grad_norm"": 0.864714076729747, ""minibatch_updates"": 32, ""finite"": true}"
pong,primary,gru,2,128,64,64,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.29444444444444445,0.0,"[1.0, 0.0, 0.0]",0.8382553768994221,True,16.165450663887896,271.265625,runs/v14/pong-primary-gru-s2/checkpoint.pkl,b4354d795a6e2140bf5a7010cbf239ee4d790959b485f922cf7d8dd023cb93a4,6915307836e8a24f7d31fa7e1a18449e0965239d46b67fbc8e2b0e4973ac5f0c,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 448, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 16.165450663887896, ""transitions_per_second"": 4007.1622156656376, ""train_success"": 0.3133333333333333, ""train_return"": -3.3631978129043576, ""rollout_action_fractions"": [1337, 429, 282], ""loss"": 0.15444908024185283, ""policy_loss"": -0.00044830011188300156, ""value_loss"": 0.31498323855088667, ""entropy"": 0.8647463072358298, ""approx_kl"": 2.6143770881300797e-05, ""clip_fraction"": 0.0, ""grad_norm"": 0.8723956561425817, ""minibatch_updates"": 32, ""finite"": true}"
pong,primary,linear,0,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.5333333333333333,0.525,"[0.3729166666666667, 0.26493055555555556, 0.36215277777777777]",0.988965036751092,True,12.808462999993935,179.671875,runs/v14/pong-primary-linear-s0/checkpoint.pkl,c387a4e66940f6a00d98019246d9b7f276b6e2bdb44b4c71c4cf508ec93e172c,e06dbc67bb23bb4e3210b2f5ec1c97abc4b2de49322b2d13116c70156913b6c2,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 448, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 12.808462999993935, ""transitions_per_second"": 4966.458821424208, ""train_success"": 0.37, ""train_return"": -2.325477753771615, ""rollout_action_fractions"": [725, 627, 696], ""loss"": 0.14368644971880523, ""policy_loss"": -0.001463077065478863, ""value_loss"": 0.2962277409592159, ""entropy"": 0.9881145651079397, ""approx_kl"": 7.159163825409029e-06, ""clip_fraction"": 0.0, ""grad_norm"": 1.811425726526609, ""minibatch_updates"": 32, ""finite"": true}"
