run,task,phase,arch,ticks,readout,transitions,dev_score,state_probe,greedy_dominant_action,entropy_first_quarter,entropy_last_quarter,value_loss_first_quarter,value_loss_last_quarter,clip_fraction_last_quarter,approx_kl_last_quarter,grad_norm_first_quarter,grad_norm_last_quarter,train_success_last_quarter,rollout_dominant_action_last_quarter,curve,curve_peak,curve_final,late_drop,still_rising,wall_seconds,transitions_per_second
pong-longer-linear-s2,pong,longer,linear,8,all,131072,0.9388888888888889,0.35,0.4236111111111111,0.9584866065481726,0.7088354813986222,0.3894505847830822,0.2949055386116864,0.0003662109375,0.00016564250361321062,2.1996281477202464,2.0994960144198846,0.8989583333333333,0.38458251953125,"[0.7361111111111112, 0.8055555555555556, 0.8680555555555556, 0.8958333333333333, 0.875, 0.9375, 0.9513888888888888, 0.9722222222222222]",0.9722222222222222,0.9722222222222222,0.0,True,50.80847362696659,2579.7271723280733
pong-primary-gru-s0,pong,primary,gru,4,descending,65536,0.2972222222222222,0.0,1.0,1.0936322700868062,0.7766809361212901,0.16749629167547278,0.29339233965843814,0.0002288818359375,0.00011892375966476608,0.4731375924635726,0.7074972916908575,0.3075,0.70111083984375,"[0.3055555555555556, 0.3055555555555556, 0.3055555555555556, 0.3055555555555556]",0.3055555555555556,0.3055555555555556,0.0,True,16.20052883325843,4045.300043876325
pong-primary-gru-s1,pong,primary,gru,4,descending,65536,0.32222222222222224,0.050000000000000044,0.9842013888888889,1.0978032636837747,1.0313663351701892,0.17035620754009317,0.29633574022925535,1.52587890625e-05,7.540270275548124e-05,0.4578967198235342,0.8240378942603012,0.31430555555555556,0.43719482421875,"[0.32638888888888884, 0.32638888888888884, 0.32638888888888884, 0.32638888888888884]",0.32638888888888884,0.32638888888888884,0.0,True,16.262852999032475,4029.797232004675
pong-primary-gru-s2,pong,primary,gru,4,descending,65536,0.29444444444444445,0.0,1.0,1.0871971934030245,0.8631818888093331,0.17893565485223173,0.3119684873540065,6.103515625e-05,7.3950534650343e-05,0.5074122637750311,0.8221191071837357,0.30986111111111114,0.649169921875,"[0.375, 0.375, 0.375, 0.375]",0.375,0.375,0.0,True,16.165450663887896,4054.0781301198917
pong-primary-linear-s0,pong,primary,linear,4,descending,65536,0.5333333333333333,0.525,0.3729166666666667,1.0709644806712768,0.9902095283246994,0.5253844323062998,0.2941590482207459,4.57763671875e-05,5.42545405946108e-05,2.029414792623845,1.8217396054440451,0.35305555555555557,0.34674072265625,"[0.3680555555555556, 0.5138888888888888, 0.5208333333333333, 0.5277777777777778]",0.5277777777777778,0.5277777777777778,0.0,True,12.808462999993935,5116.617036722598
pong-primary-linear-s1,pong,primary,linear,4,descending,65536,0.5805555555555556,0.525,0.3668402777777778,1.0707147041616885,0.9979250568739987,0.509682749831069,0.29076469418907025,0.0003509521484375,8.19981106215882e-05,2.012778968795317,1.8378484688446737,0.3568055555555556,0.34735107421875,"[0.41666666666666663, 0.4930555555555555, 0.45138888888888884, 0.5277777777777778]",0.5277777777777778,0.5277777777777778,0.0,True,12.840833086927887,5103.718703945805
pong-primary-linear-s2,pong,primary,linear,4,descending,65536,0.5194444444444445,0.375,0.3607638888888889,1.0695235378045385,0.9928745091551208,0.5087643028443041,0.3003902600448488,0.0001678466796875,7.13373543111746e-05,2.00581241655418,1.8408011543140375,0.34472222222222226,0.3463134765625,"[0.3958333333333333, 0.4583333333333333, 0.45138888888888884, 0.5277777777777778]",0.5277777777777778,0.5277777777777778,0.0,True,12.725933752139099,5149.798928427084
pong-primary-mlp-s0,pong,primary,mlp,4,descending,65536,0.3083333333333333,0.575,0.5972222222222222,1.0975624960572254,1.0824580823195238,0.28239058722973126,0.26952813808026244,0.0,9.855603944517997e-06,0.5499327648442425,0.7005466896403941,0.2801388888888889,0.36962890625,"[0.3333333333333333, 0.3402777777777778, 0.3194444444444444, 0.3125]",0.3402777777777778,0.3125,0.02777777777777779,False,14.808739498956129,4425.494823824786
pong-primary-mlp-s1,pong,primary,mlp,4,descending,65536,0.475,0.22499999999999998,0.5340277777777778,1.0977350287840637,1.0894325286891497,0.28002223185282576,0.2606816738764566,0.0,5.534854346962545e-06,0.517138186519183,0.6828888408797942,0.26722222222222225,0.35894775390625,"[0.2986111111111111, 0.3472222222222222, 0.3472222222222222, 0.38888888888888884]",0.38888888888888884,0.38888888888888884,0.0,True,14.742138125991914,4445.488126613958
pong-primary-mlp-s2,pong,primary,mlp,4,descending,65536,0.36944444444444435,0.5,0.7815972222222223,1.0976549121473163,1.0853048226868363,0.2813727250808138,0.2729717969238619,0.0,5.378863279115604e-06,0.5353850022734544,0.6999738036282285,0.27944444444444444,0.37786865234375,"[0.25, 0.26388888888888884, 0.2777777777777778, 0.2638888888888889]",0.2777777777777778,0.2638888888888889,0.013888888888888895,False,14.794920417829417,4429.62842307839
pong-ticks-linear-s0,pong,ticks,linear,8,descending,65536,0.6861111111111111,0.5,0.39253472222222224,1.0605460059637541,0.9212505045409667,0.525747296359719,0.2679660283136183,0.0,5.211920807794765e-05,2.0248567693878208,1.7707276345004075,0.4970833333333333,0.3551025390625,"[0.5347222222222222, 0.6180555555555556, 0.75, 0.6875]",0.75,0.6875,0.0625,False,24.812282087048516,2641.272566952171
pong-ticks-linear-s1,pong,ticks,linear,8,descending,65536,0.638888888888889,0.625,0.41423611111111114,1.0705308852621385,0.9579856643196696,0.5065787764999788,0.2692882265872508,0.0,5.7574360545248084e-05,2.025409133689985,1.804177976107569,0.43347222222222226,0.35540771484375,"[0.4375, 0.5486111111111112, 0.5902777777777778, 0.6319444444444444]",0.6319444444444444,0.6319444444444444,0.0,True,28.086846415768377,2333.3342244933237
pong-ticks-linear-s2,pong,ticks,linear,8,descending,65536,0.6222222222222221,0.6,0.4166666666666667,1.068558099282428,0.9556024559331475,0.5028470754037676,0.2751435719509535,3.0517578125e-05,5.927604248796027e-05,2.013607098039407,1.8045610488896138,0.4423611111111111,0.3531494140625,"[0.5694444444444444, 0.6180555555555556, 0.6319444444444444, 0.625]",0.6319444444444444,0.625,0.00694444444444442,False,24.97764533496229,2623.7861544245097
snake-all_readout-linear-s0,snake,all_readout,linear,8,all,65536,11.45,0.6,0.2600641254007838,1.3117137607146163,0.646713418040686,0.3307085856372581,0.9633024868849638,0.0004119873046875,0.00016877591339442238,2.5588434061699736,2.524918502150155,5.4087499999999995,0.26483154296875,"[4.125, 10.3125, 12.0625, 11.1875]",12.0625,11.1875,0.875,False,24.953131579095498,2626.3637408501795
snake-all_readout-linear-s1,snake,all_readout,linear,8,all,65536,11.15,0.7,0.2620137299771167,1.3092603151349054,0.6273611013003587,0.3442372493260403,1.0512855041666562,0.000457763671875,0.00015712856429438957,2.6110548756402263,2.585273528347326,5.637499999999999,0.26519775390625,"[6.5625, 11.0625, 12.125, 11.3125]",12.125,11.3125,0.8125,False,25.024302539939526,2618.894168794619
snake-all_readout-linear-s2,snake,all_readout,linear,8,all,65536,12.125,0.675,0.2605775688381464,1.3108022676841957,0.6233369832511835,0.3960665701745911,1.1022249381265068,0.000457763671875,0.00015381575624802657,3.0707088009420005,2.6134496976327215,5.950000000000001,0.26116943359375,"[6.625, 12.1875, 12.75, 11.875]",12.75,11.875,0.875,False,25.09300091880141,2611.7242896562407
snake-primary-gru-s0,snake,primary,gru,4,descending,65536,0.575,0.6,0.3767441860465116,1.3833871420176718,1.1559401413331583,0.04461160609592408,0.09915945362754905,9.1552734375e-05,0.00021506413081593138,0.1877879175887739,0.36591553239669794,0.5225,0.3062744140625,"[0.0, 0.625, 0.8125, 0.75]",0.8125,0.75,0.0625,False,15.92709071218269,4114.750219251987
snake-primary-gru-s1,snake,primary,gru,4,descending,65536,1.35,0.55,0.3389175257731959,1.3850480407126535,1.2479438081447418,0.042416780551887585,0.08849541912997232,3.0517578125e-05,0.00015034208270797331,0.1876152404428747,0.3413114270914565,0.4375,0.269775390625,"[0.625, 0.6875, 0.9375, 1.4375]",1.4375,1.4375,0.0,True,15.865325416845735,4130.769352541244
snake-primary-gru-s2,snake,primary,gru,4,descending,65536,0.825,0.625,0.37214137214137216,1.3841168422214396,1.187441747014896,0.04412332842806431,0.10643093009469441,0.0001983642578125,0.0002684302786115203,0.19198195722130384,0.38792390491678275,0.55,0.301025390625,"[0.0, 0.25, 0.8125, 0.6875]",0.8125,0.6875,0.125,False,15.953010831784923,4108.064658830764
snake-primary-linear-s0,snake,primary,linear,4,descending,65536,0.875,0.525,0.29271916790490343,1.3325077483776078,1.13120058851836,0.37952028373428326,0.16758837214194403,0.003143310546875,0.0003228029561515965,2.282907450664834,1.6987546478616742,0.47375,0.28363037109375,"[0.375, 0.9375, 0.875, 0.875]",0.9375,0.875,0.0625,False,12.900565541931428,5080.087364153508
snake-primary-linear-s1,snake,primary,linear,4,descending,65536,1.5,0.44999999999999996,0.27681307456588355,1.3441408100379806,1.1454508987557417,0.38141273335427694,0.16866604239045557,0.0018768310546875,0.0002318722459909659,2.3311148061911258,1.7284834544158136,0.5787499999999999,0.2691650390625,"[0.75, 0.875, 1.375, 1.4375]",1.4375,1.4375,0.0,True,12.982340793998446,5048.088094428731
snake-primary-linear-s2,snake,primary,linear,4,descending,65536,1.025,0.525,0.3325635103926097,1.3406034117904053,1.1234493683512254,0.37494188867682043,0.17123819431487253,0.000640869140625,0.00011143206709311734,2.2460077054693435,1.6936730495813686,0.5225,0.2762451171875,"[0.5, 0.5, 0.8125, 0.9375]",0.9375,0.9375,0.0,True,13.052855168818496,5020.817219864404
snake-primary-mlp-s0,snake,primary,mlp,4,descending,65536,0.725,0.32499999999999996,0.3937125748502994,1.3815761442636518,1.1984523902719824,0.07662788889111993,0.08362270451553816,0.0006103515625,0.0002859719406013098,0.34630643139160244,0.47889002592298685,0.39749999999999996,0.28851318359375,"[0.125, 0.4375, 0.625, 0.6875]",0.6875,0.6875,0.0,True,14.891309372032993,4400.956179386184
snake-primary-mlp-s1,snake,primary,mlp,4,descending,65536,0.65,0.525,0.39378238341968913,1.3843686204561778,1.1797870014593728,0.07489849720922276,0.0878437878310124,0.0020599365234375,0.00037001055769711173,0.3414140206931306,0.4961678824542284,0.44375,0.2862548828125,"[0.25, 0.5, 0.6875, 0.75]",0.75,0.75,0.0,True,14.989950413932092,4371.995783194116
snake-primary-mlp-s2,snake,primary,mlp,4,descending,65536,0.55,0.44999999999999996,0.3824561403508772,1.3825454556085222,1.1979336072453937,0.07445777410904864,0.06896459603340216,0.000457763671875,0.00019583701526527773,0.3535633946424066,0.4632510006655711,0.33999999999999997,0.3050537109375,"[0.4375, 0.4375, 0.5625, 0.6875]",0.6875,0.6875,0.0,True,15.38834654103266,4258.807132088546
snake-ticks-linear-s0,snake,ticks,linear,8,descending,65536,3.45,0.5,0.2739891369945685,1.345980559971779,1.0929581604155338,0.383892573336326,0.18296426755846834,0.0009765625,0.00015389337734020856,2.1371858566189266,1.716208359058339,0.9762500000000001,0.27398681640625,"[0.9375, 2.0, 3.125, 2.9375]",3.125,2.9375,0.1875,False,24.468921254156157,2678.3362993114547
snake-ticks-linear-s1,snake,ticks,linear,8,descending,65536,3.35,0.625,0.28890347997373605,1.3457965644885483,1.0435736970869045,0.37674356714974677,0.18391349116400246,0.0001983642578125,0.00011064714382460198,2.114251840674595,1.6451511409057318,1.04,0.26776123046875,"[1.25, 1.6875, 3.6875, 4.0625]",4.0625,4.0625,0.0,True,25.675583166943397,2552.4639332973666
snake-ticks-linear-s2,snake,ticks,linear,8,descending,65536,3.15,0.625,0.282033426183844,1.3458322618952712,1.072642571141138,0.39061480160842776,0.1766373520214896,0.0009307861328125,0.0001309239042929412,2.1795546024028307,1.6830153209837642,0.98,0.27215576171875,"[0.9375, 1.875, 3.5, 2.875]",3.5,2.875,0.625,False,26.122706039750483,2508.775312185306
